,Sentiment,Tweet
1756,positive,serah takdir hidup tuhan jalan btp
1757,positive,trimakasih btp kerja degan djarot pimpin dki
1758,positive,harap hidup ahok selamat nkri tikus das
1759,positive,selamat istirahat btp ronde lawan jahat menang
1760,positive,kuasa tuhan kasih tuhan ambil bangga pilih ahok
1761,positive,1 kerja bukti diomongin nyata 1 menteri pecat
1762,positive,apa ahok kalah aman coba ahok menang makelar akhirat ribet teriak monas
1763,positive,bpk btp terima kasih juang 5 dukung terbang
1764,positive,artis dukung ahok selamat rekan dukung anies
1765,positive,terima gubernur terima kasih gubernur sudah selisih satu maju
1766,positive,pimpin bangga pegawai perintah terimakasih
1767,positive,dukung pilih daerah sepenuh hati moga menang menang merdeka
1768,positive,cinta menang lanjut
1769,positive,btp unggul tps 58 duri kosambi cengkareng
1770,positive,warga pluit pilih ahok kerja etnis btp
1771,positive,selesai setia
1772,positive,coblos ahok senyum
1773,positive,warga bekasi-tangerang-bogor-depok dihimbau coblos no 3 no 2 warga dki coblos no 2
1774,positive,selamat pagi salam 2 jari
1775,positive,doa hati bersih coblos paslon no 2 doa
1776,positive,warga sultra dukung ahok djarot gub dki jakarta
1777,positive,cari pilih gubernur mimpin jakarta omong kosong
1778,positive,pimpin pimpin ribu ajar pimpin
1779,positive,kh said aqil -djarot jalan nu
1780,positive,butuh pimpin mutu batas jaja kartu moga sukses menang
1781,positive,3 dari provinsi jambi amin tuit moga purnama btp hidayat pilih
1782,positive,iwan fals pilih ahok djarot konsisten iwan fals lawan korupsi
1783,positive,tanggal 19 pilih hati nurani
1784,positive,andai contoh indonesia
1785,positive,benar concert coldplay erti
1786,positive,ajar sabar the invisible djarot
1787,positive,dapat ahok pimpin hebat tuhan utus untuk indonesia
1788,positive,gantung kunci ahok model
1789,positive,
1790,positive,introspeksi indonesia
1791,positive,cari pimpin cinta gampang msp
1792,positive,djarot ucap terima kasih syukur ahok penjara
1793,positive,cinta ahok and djarot
1794,positive,doa serta jakarta may 2017 basukibtp
1795,positive,1000 lilin ahok
1796,positive,
1797,positive,mas keren selamat juang nkri harga mati
1798,positive,tugu proklamasi bawah sinar purnama
1799,positive,ntt ahok basukibtp
1800,positive,manado 1000 lilin telah mati harga mati
1801,positive,1000 lilin ahok manado btp
1802,positive,btp 2 sosok band of brothers hidup nyata
1803,positive,juta lilin adil
1804,positive,moga selesai tugas negara sampai oktober pas lantik gubernur apbn diganggu2 amin
1805,positive,salam sujud hormat djarot khabarnya tangguh tahan ahok setujuin malam ahok pulang
1806,positive,moga
1807,positive,dukung doa pasang juta lilin ahok manado indonesia
1808,positive,manado btp
1809,positive,rakyat cinta nkri juang adil
1810,positive,semangat djarot doa serta
1811,positive,bangsa diri bawa doa menang tuhan indonesia
1812,positive,cerita batman robbin lindung jakarta
1813,positive,beda kerja keras suka cari muka
1814,positive,dukung doa pasang lilin ahok manado indonesia
1815,positive,jerih lelah juang bangsa korupsi tegak benar hitung tuhan gbu
1816,positive,tuhan btp kami ahok
1817,positive,semangat djarot air kenang air tanda cinta indonesia
1818,positive,doa jakarta
1819,positive,padu suara warga balai kota
1820,positive,sejarah
1821,positive,demam karang bunga dukung ahok-djarot jalar siantar
1822,positive,pimpin indonesia jujur kerja nyata ahok djarod is the best
1823,positive,integrasi rumah susun pasar bioskop rakyat tunggu lanjut bawah gubernur
1824,positive,malam balai kota anak lihat bunga monas
1825,positive,ribu bunga
1826,positive,hati masuk bui pecat menteri bloon
1827,positive,indonesia harum bunga ungkap ribu bahasa cinta
1828,positive,yaaaa abal2 kantor balai kota jakarta
1829,positive,balaikota dki jakarta habis kata
1830,positive,jakarta medan
1831,positive,karang bunga ahok kota indah btp
1832,positive,menang sejati menang hati rakyat sudah kalah datang rezeki tukang bunga
1833,positive,btp djarot semangat sehat2 moga akhir jabat masyarakat dki sadar pimpin
1834,positive,abang keren tuhan berkat berkat abang
1835,positive,balaikota ramai kirim bunga alir
1836,positive,wisata balai kota selagi gubernur ahok riang gembira gratis penuh
1837,positive,ide gila
1838,positive,allah orang2 subhanallah
1839,positive,unik karang bunga gubernur dki jakarta badja viral medsos salah satu
1840,positive,tuhan kati
1841,positive,tuhan sayang jakarta ahokdjarot ahokdjarot kalah marah ahokdjarot menang jakarta terima kasih
1842,positive,lepas galak sayang
1843,positive,nongkrong masang karang bunga monas jogja
1844,positive,heboh papan bunga ahok
1845,positive,jahat ninggalin lanjur sayang pada
1846,positive,karang bunga antri foto il phenomenon kayak seorg figur indonesia
1847,positive,batam semangat
1848,positive,karang bunga ucap terimakasih masyarakat btp monas
1849,positive,hati
1850,positive,gusur juta rakyat
1851,positive,anies unggul pilih muslim ahok kaum didik totorqq
1852,positive,
1853,positive,pusing btp tinggal tenang konsentrasi doa bahagia menang
1854,positive,terima kasih doa pa kyai
1855,positive,jatuh cinta gubernur milik heart arrow
1856,positive,jokowi trophy trophy oke basukibtp dukung 100
1857,positive,peach
1858,positive,tps 07
1859,positive,ayo coblos bijaksana jakarta victory
1860,positive,presiden bilang pilih daerah dki aman tohh smiling sunglasses smiling sunglasses
1861,positive,kalah ahok sengaja biar paket ahy pilpres stuck-out tounges grining smile eye grining smile eye smiling sunglasses smiling sunglasses risau hahahahahaha
1862,positive,anies respon negatif netizen makin emosi-an ahy hafal badja smiling sunglasses smiling sunglasses victory
1863,positive,kalah basuki tjahaja purnama-djarot saiful hidayat pilih daerah dki jakarta pengaruh elektabilitas pdi victory
1864,positive,percaya kondisi cuaca pilih daerah dki kontribusi positif ahok-djarot 2 victory victory
1865,positive,tompi ahok-djarot victory victory laku ubah positif ini bukti
1866,positive,positif pdip usung ahok-djarot pilih daerah dki 2017 victory - suara nasional
1867,positive,kalah jujur menang curang heavy check mark heavy check mark initerjadi pilih daerah dki makanya iri terima ahok
1868,positive,kalah pilih daerah dki ahok djarot karang bunga simpati uji ukur victory victory anies sandi menang bunga dp 0
1869,positive,ahok-djarot kalah pilih daerah menang jaga integritas demokrasi pancasila bangga smiling heart-eyes
1870,positive,dukung provokasi kotor tangan2 hal2 kandung nazis heavy check mark heavy check mark
1871,positive,pilih layan warga pimpin agama jakarta pilih jujur bersih heavy check mark heavy check mark
1872,positive,pimpin agama layan warga jujur bersih kerja nyata victory victory
1873,positive,
1874,positive,lupa coblos pimpin kerja keras victory victory
1875,positive,ama dalang enthus
1876,positive,bawa manfaat umat komitmen victory victory umat islam - via
1877,positive,tertawa kerja nyata victory victory
1878,positive,baju seragam coblos ini teman
1879,positive,
1880,positive,victory victory bukti kerja bagus bersih anti korupsi juang adil
1881,positive,mari kemari victory victory cover by citra alain
1882,positive,2 victory at toba dream
1883,positive,ahok-djarot victory victory roket
1884,positive,
1885,positive,coba timpa ahok mundur 1 langkah maju 1000 langkah jadi jakarta maju trophy
1886,positive,victory victory
1887,positive,jakarta butuh gubernur pandai main kata2 jakarta butuh gubernur nyata victory victory
1888,positive,siar langsung ahok grining smile eye
1889,positive,ahok net ahok talkshow
1890,positive,deh ikhlas gubernur beliau tujukkan demokrasi sosok pimpin berintregitas
1891,positive,babe pilih nomor 2 victory victory victory basukibtp soang
1892,positive,hasil kerja nyata hasil kerja selesai pakai janji2 tinggal terus victory folded hands fire
1893,positive,cerdas pikir jernih
1894,positive,kawal victory victory
1895,positive,ahok jarot beres jakarta folded hands folded hands bukan calon ngayal jual kipas
1896,positive,program ahok-djarot victory victory ajak warga baca lengkap
1897,positive,ala ustad cang haris pilih victory lupa no 2 pilih islami asli berakhlaq haji haji djarot
1898,positive,hari2 usul team btp gerak sosialisasi programkerja folded hands folded hands
1899,positive,lovered nama indah lovered nama masjid perintah kota jakarta masjid raya kh hasyim ashari online
1900,negative,dosen bangga harap gubernur bohong rakyat
1901,negative,mantri hutan dan lurah ngakunya
1902,negative,berterimakasi menang amat politik amat
1903,negative,daftar rumah jakarta dp 0-rp realisasi tanggung janji akhirat
1904,negative,janji calon gubenur lupa tagih janji jakarta butuh kerja nyata dar janji
1905,negative,precariat kayak dp rumah 0 lumayan bantu tagih
1906,negative,terima hasil lapang dada
1907,negative,sedih optimis jakartaku
1908,negative,gitu tagih program dp 0 anies-sandi
1909,negative,sabtu kerja ngobrol ketua rw komplek rumah teman super maksa warga pilih anies janji 3 milyar
1910,negative,takut kalah buru bagi sembilan bahan pokok kayak cocok pegawai bulog kaleee colek dki ri
1911,negative,jenazah tolak habis solat usir dagang usir agama jual politik mantavvv jiwa
1912,negative,lawan ahok buruk track record komitmen berantas korupsi nihil
1913,negative,maksud anies prostitusi judi kalijodo tata rapih -
1914,negative,ih rem bilang pitenah
1915,negative,tenang team sukses kerja bagi2 bunga
1916,negative,aplikasi program2 paslon 3 cenderung nyambung bahasa teknis prihatin
1917,negative,moga allah swt rahmat mendzolimi
1918,negative,anis persis kayak jual sabun wangi pasar bicara pinter mandi
1919,negative,pimpin ingkar heran tuhan manusia seringkali ingkar
1920,negative,fasisme musuh demokrasi rangkul islamisme orang2 orde
1921,negative,btp menang pilih daerah 2017 bangundki stres gatot gagal total
1922,negative,lagi2 bicara bicara sembarang fakta bicara btp
1923,negative,pilih daerah tutup debat kusir kusut kualitas debat parah
1924,negative,kali arogan anies pilih
1925,negative,komando polling goreng kpud netral kamvreetttt
1926,negative,program bicara potong warga
1927,negative,waaaah sadar salah pilih btp
1928,negative,ajar sederhana kursi pakai duduk meja duduk mendikbud pecat
1929,negative,lho lagu anies-sandi jiplak nyanyi yahudi
1930,negative,didik muda akhlak integritas ambisi kotor fitnah omong doang
1931,negative,anies polisi -djarot gusur 300 titik dki
1932,negative,tebar fitnah tuai kalah
1933,negative,pimpin mimpi tega
1934,negative,latih okay-oce sabun al-maidah
1935,negative,kotor balai kota karang bunga
1936,negative,timses
1937,negative,kampanye menteri agama keluar atur larang kampanye rumah ibadah sudah menang karena sara
1938,negative,tertawa kuoata pakai emang situ belikan pulsa belikan kuota
1939,negative,raya menang pakai papan kembang pakai kambiang syukur abunawas
1940,negative,surat kocak anies
1941,negative,macet warga kelapa gading harap proyek mangkrak
1942,negative,
1943,negative,anies-sandi nilai loyo potensi kangkang ormas garis keras
1944,negative,cari suami tuh cari team aman kotak djagain
1945,negative,program ahok batal anies anies-sandi ahok djarot
1946,negative,sang pimpin tumbang
1947,negative,moga damai yaa kecikampek brow rumah kayak program
1948,negative,walupun orangjakarta sesal rugi dukung ayo bagi2 uang sembilan bahan pokok non pilih daerah pret
1949,negative,trus salah sikap paham atur gubernur btp
1950,negative,program anies-sandi anggap sulit
1951,negative,blunder menteri pan tendang gara-gara dukung isu masuk kabinet
1952,negative,dukung tim tebar fitnah menang anies
1953,negative,janji rumah dp 0 bentuk tahu rumah bentuk horisontal
1954,negative,sistem aman apbd ahok jalan hilang jka utak utik
1955,negative,janji lho janji mas mohon kawal
1956,negative,anut
1957,negative,1 periode
1958,negative,sebut ekstrimis tim persis jajah belanda perang lawan
1959,negative,situs tahan lantik counter isu bohong cc
1960,negative,ini om potong telinga tvonenews
1961,negative,retorika indah dp0 bayar 6 dng cicil lumayan rumah susun
1962,negative,anies-sandi pimpin kota fpi taring
1963,negative,curang kalah kalah sakit martabat malu
1964,negative,dp 0 persen beda dp 0 rupiah lha sama2 0 lha 0 persen 350jt 0 rupiah beda
1965,negative,okee oce solusi
1966,negative,surga mudah tinggal coblos
1967,negative,kadang lucu milih tidak nagih rumah dp0 situ sehat waras
1968,negative,kasihan anti reklamasi terus ayo uang bapak2 gub wakil gubernur jakarta
1969,negative,saran merealisir transportasi integrasi tiket rp 5000 yogia bicara transjakarta organda mti
1970,negative,sambut menang bbrp alumni212 cukur rambut ramai2 bersolawat duh
1971,negative,janji2 rumah dp 0 dan bantu modal cepat cair bohong asset2 harus jual rakyat sesuai komitmen
1972,negative,prabowo terima kasih habib rizieq
1973,negative,ngerasa omong kosong belah terima kalah terima menang
1974,negative,titip jayakarta
1975,negative,potong payudara sumbang sukarela menang kira2 bagaimana hahah hitz skali wkwkwk btp
1976,negative,prabowo subianto amin rais ayatollah indonesia aburizal bakrie mentor arsitek menang
1977,negative,urus timses urus umat islam dunia aparat tegak hukum indonesia
1978,negative,menang dukung puji syukur kalah dukung menang kbayang anies kalah aksi2 demo
1979,negative,bismillah beli rumah dp 0 awas program jalan
1980,negative,cari layan masyarakat menang pilih daerah
1981,negative,heran baca berita berita negatif pantes portal berita sepi melempem payah
1982,negative,pihak adil titik2 iklan dki dominasi media tanoe
1983,negative,andai ahok muslim menang
1984,negative,ente kafirun nantangin laskar kite cari ente
1985,negative,biadab laku kelompok dukung lebih jajah bukti lampau mampu iblis
1986,negative,laku busuk alas busuk lempar tai sembunyi tangan nunjuk malu klakuan dukung
1987,negative,kasi masjid jadi alat balas dendam takbir lontar muas benci benar2 parah dukung
1988,negative,buruk klakuan dukung telah ceramah politik masjid takbir usir djarot dari masjid
1989,negative,kuota habis ikut berita mui
1990,negative,akun akun provokator timses timeline ciri akun ahokers waspada
1991,negative,kubu anies-sandi seru stop politisasi kebhinekaan
1992,negative,kawal mati kawal menang
1993,negative,fitnah akun sebentar menang
1994,negative,mobil mobil kena macet arah mall taman anggrek tempelin stiker sopir pilih atau
1995,negative,bhineka tunggal ika laku hdapkan pilih beda
1996,negative,suka baca isi media sikap
1997,negative,1 bukti radikal dukung teroris
1998,negative,kota jakarta pks papua koalisi dukung gubernur kristen
1999,negative,tulis coba membranding pluralis konseptual absurd
2000,negative,ahok nista agama menang pilih daerah - logika timses
2001,negative,mabuk minum keras mabok kecubung lha mabuk
2002,negative,jiplak program hasil dukung nista agama
2003,negative,garansi global kak refurbish garansi bank 3hari cacat produksi tukar kasar
2004,negative,munafik jual agama frontal bawa agama sabar min
2005,negative,karang bunga ahok-djarot doang ini anis-sandi grining smile eye
2006,negative,anies sandi menang pilih daerah dki blusukan pakai heli ujung kulon papua grining smile eye
2007,negative,lucu pilih daerah dki ahok-djarot kalah simpati masyarakat banding menang anies-sandi
2008,negative,ahok kalah anies-sandi menang jakarta rukun koruptor grining smile eye grining smile eye lying lying
2009,negative,berita badja rencana ahok menang kalah berita anies-sandi curang mengalahkn
2010,negative,anies sandi kalah debat final pilih daerah dki via
2011,negative,kalah badja buat curang picik grimacing prabowo anies-sandi menang pilih daerah dki curang
2012,negative,kampanye sandi cianjur anies dukung aher hhmm jabar siap2 landa anies-sandi 2018 zipper-mouth siap2 kalah pilih daerah
2013,negative,pilih daerah panitia pakai kaos salam panitia tim menang anies-sandi main licik kalah
2014,negative,ahy kalah pilih daerah dki putar 1 putar 2 anies-sandi serang habis buzzer2 ahox
2015,negative,anies-sandi kalah pindah nyalon kabupaten bogor kyknya cocok ini bogor butuh entrepreneurship and education
2016,negative,kuat partai2 jatim mei 2017 paska pilih daerah dki perhati partai dukung anies-sandi turun
2017,negative,anies sandi menang pilih daerah dki
2018,negative,cek kaos dukung anies-sandi kaos2 provokatif pakai pilih daerah dki pakai syukur bicara rekonsiliasi
2019,negative,bilang anies sandi menang pilih daerah dki menang visi misi program jakarta rt zipper-mouth
2020,negative,paslon 3 curang kampanye masuk masuk masjid musolah kampanye politik pilih daerah aji bagi2 duit
2021,negative,dp 0 angsur 30th program sengsarain cagub 5 periode kabur gubenur babak bur
2022,negative,tunggu konfirmasi bini muda kilah
2023,negative,fitnah ini menteri didik binimuda aduh kwartal asli tetapi palsu anies sibuk urus istri muda
2024,negative,artis bor sumur ngebor kaku tangan
2025,negative,nginulpun diam without mouth salam
2026,negative,wajah politik santun penuh manis tabur wacana dusta sandiwara
2027,negative,hati2 provokasi teman wajah islam wajah politik disappointed
2028,negative,kaya mah bebas kaya melintir alhamdullilah
2029,negative,
2030,negative,intelijen bayar main alhamdulillah masyarakat cerdas tanggap
2031,negative,isis proses hukum knapa komentar grining grining grining males betengkar anak tk ber bobot kilah person raising stuck-out tongue closed eyes person running person running person running
2032,negative,logika nalar ardhono
2033,negative,versus seru acara debat
2034,negative,hhahahaa oke-ngoceh
2035,negative,pihak ormas abal abal
2036,negative,cagub kerja versus cagub wacana cagub fakta versus cagub dusta
2037,negative,masyarakat bego
2038,negative,komando polling goreng kpud netral kamvreetttt
2039,negative,oke oce oke mart lama2 oke jek hahaha tidak mau kerja tidak mau capek
2040,negative,boss pergi pasang kaya bijak reklamasi
2041,negative,ahok 100 masuk akal anies 100 manis bullshit
2042,negative,adekku arti tidak mau kerja tidak mau capek smiling open mouth closed eyes smiling open mouth closed eyes
2043,negative,ngecap lucu diam
2044,negative,mas tears of joy muter2 stuck-out tongue closed eyes
2045,negative,
2046,negative,
2047,negative,ira kusno baju pas cerah gara2 blush on tegang debat smiling open mouth cold sweat
2048,negative,susah2 tanya bisa
2049,negative,apa tanya jawab
2050,positive,pasang bawa maju sejuk jakarta
2051,positive,kpu anies-sandi unggul jakarta
2052,positive,fahri harap anies-sandi loyal jokowi
2053,positive,anies sandi gubetnur selamat moga amanah istiqomah janji janji amien robbal allamin
2054,positive,anies menang tko ahok
2055,positive,selamat pasang no 3 anies- sandi tingkat satu indonesia
2056,positive,keras moga emban amanah
2057,positive,mayanlah pks dinas pks jamin anies-sandi beda warga jakarta
2058,positive,macem2 ramai pilih daerah dki potong nenen jago kilah ramal anyway selamat anies-sandi
2059,positive,beliau unggul 58 hitung suara pilgub dki 2017 versi quick count lembaga survei
2060,positive,sudah netizen tubir sudah anis sandi deh menang ini sudah tubir melulu
2061,positive,jakarta gubernur selamat lupa jalan janji janji manis
2062,positive,selamat sukses gubernur wakil gubernur jakarta
2063,positive,alhamdulillah keren mancarli aman lancar kendali terima kasih jakarta sudah tarik selamat gub-wakil gubernur pilih
2064,positive,tugas berat mas bang moga amanah wujud janji warga jakarta
2065,positive,enak jakarta rumah dp 0 kemana2 5 ribu
2066,positive,selamat pasang no 3 anies- sandi durian selatan
2067,positive,selamat menang moga bisa maju dki
2068,positive,prabowo anies-sandi menang
2069,positive,selamat anies-sandi gubernur wakil gubenur moga amanah
2070,positive,dengar pidato anies barusan harap menang gubernur untuk jakarta radikalisme
2071,positive,moga program gubernur pilih wujud nyata program jalan sesuai harap
2072,positive,terima gubernur terima kasih gubernur sudah selisih satu maju
2073,positive,jakarta gubenur selamat warga jakarta moga maju aman sejahtera
2074,positive,hai menang sombong kalah marah
2075,positive,ahok djarot menang tinggal lanjut tugas anis sandi menang mudah
2076,positive,hasil qc jam 14 35 menang anies-sandi
2077,positive,selamat anies sandi unggul hitung cepat
2078,positive,pilih peci jakarta pusat mayor
2079,positive,moga bukti jakarta milik pesta demokrasi baik indonesia
2080,positive,lantun shalawat iring sandiaga uno tps
2081,positive,tiga cikini menteng
2082,positive,sandi menang minimal tps
2083,positive,ornamen betawi hias tps 28 anies coblos
2084,positive,asli suku betawi pilih pimpin muslim pimpin jakarta allahuakbar 3x
2085,positive,anies-sandi upaya buruh jakarta
2086,positive,neng lihat expresinya
2087,positive,unggul wilayah raih 57 96
2088,positive,manfaat loyalis gubernur dki
2089,positive,anies larang warga dki buka medsos nama rekonsiliasi via
2090,positive,janji kampanye anies apbd dki
2091,positive,keren karang bunga tanding aja dukung lucu
2092,positive,anies-sandi harap perhati olahraga dki jakarta
2093,positive,ikhtiar sungguh kembali hadir adil warga
2094,positive,gulir ide rumah bicara rumah murah kuat gagas pimpin
2095,positive,janji kampanye anies sandi bidang wirausaha
2096,positive,ayo sahabat kerja nyata jakarta
2097,positive,jakarta doa
2098,positive,as karang bunga mati kuasa welcome
2099,positive,anies - sandi pasti tutup hotel alexis malioboro
2100,positive,dampak menang anies-sandi gera saham -
2101,positive,kalah
2102,positive,warga jakarta payung sapa program
2103,positive,putar
2104,positive,terima kasih warga jakarta pilih warga kebayoran kawal amanah ummat
2105,positive,selamat amanah maju kota bahagia warga
2106,positive,pasang pasang ideal dinamika ibu kota jakarta
2107,positive,bahas di-counter situs anti isu bohong tim
2108,positive,fakta 58 pilih sepakat sbaliknya pmilih 42 bagaimana
2109,positive,saksi live rajut jakarta bang anies bang sandi
2110,positive,rindu capai klimaks sosok gubernur jakarta cinta persija insha allah chant gema stadion
2111,positive,nunggu hasil resmi kpu yuk kawal rangkul smua
2112,positive,silaturahmi teman media ikut giat kampanye terima kasih salam
2113,positive,era pasti ucap paham nenek ucap prilaku santun
2114,positive,mas sugeng laku umkm gultik undang posko menang moga usaha sukses okay-oce
2115,positive,hati
2116,positive,rumah dp 0 perintah provinsi subsidi rp 52 juta unit
2117,positive,menang menang warga jakarta umat islam juang tuntut adil hukum
2118,positive,teman ahok anies-sandi ahok
2119,positive,menang putar 2 menang kelompok menang warga dki rakyat indonesia
2120,positive,2 moga lebur rawan rawan jakarta satu
2121,positive,cfd sandiaga uno seru ramai sehat
2122,positive,tim transisi anies-sandi usul program dp 0 masuk apbd
2123,positive,dahsyat sesal coblos kemarin
2124,positive,terap open government good governance triple pasword apbd dki bantu realisasi program
2125,positive,wakil timses anies-sandi pantau coblos ulang tps 1 gambir
2126,positive,syukur allah cerdas pandai jakarta bukti menang telak
2127,positive,maaf ahoker tuju anies bagaimana
2128,positive,tuduh dukung ekstrimis momen gagal fokus cc
2129,positive,anies komitmen kota jakarta bhineka indonesia anies-sandi
2130,positive,1 biar komitmen dukung tegur kritisi
2131,positive,terima kasih rawan agus-sylvi pilih
2132,positive,anies-sandi satu warga jakarta belah
2133,positive,menang sungguh adil hukum adil sosial timpang rasa rakyat
2134,positive,percaya pimpin jakarta santun jakarta jakarta
2135,positive,siiiip bantu kawal yaa realisasi smua program
2136,positive,pimpin tengah rangkul smua masyarakat beda suku agama ras antargolongan
2137,positive,polda objektif selidik sandiaga uno
2138,positive,persija stadion rumput mu
2139,positive,kompas tv sandiaga uno
2140,positive,percaya usaha sia terus emban amanat jakarta warga
2141,positive,salam saudara dasar exitpoll teliti dan kembang kompas mayoritas pilih pan pilih pasang anies-sandi
2142,positive,maju ht sejuk satu bangsa sama2 maju jakarta
2143,positive,keras emban amanah
2144,positive,syukur alhamdulillah menang rakyat jakarta
2145,positive,waaah
2146,positive,bicara sembarang pihak usaha rakyat beda ahok profesional kembang
2147,positive,saran wujud program dana 1milyar rw butuh tuju dprd ri ri cegah korupsi
2148,positive,iya tuju ht bawa jakarta
2149,positive,saran reklamasi dapat batal bicara perintah pusat
2150,positive,jeda iklan sandiaga turun panggung debat peluk erat nelayan bang
2151,positive,lsi jelang pilih daerah suara ahok tinggal anies -
2152,positive,sandiaga uno gaji kaum dhuafa
2153,positive,bismillah moga gubernur baruu
2154,positive,allah karunia gubernur wakil gubernur jujur adil amanah benar2 tulus abdi maslahat dki jakarta amin
2155,positive,tarik sesuai hati nurani
2156,positive,selamat hasil
2157,positive,macam ramai pilih daerah dki potong nenen jago kilah ramal selamat anies-sandi
2158,positive,moga janji gubernur penuh folded hands
2159,positive,jakarta benar milik indonesia terima kasih
2160,positive,pilih
2161,positive,anies pasrah hasil pilih daerah dki jakarta
2162,positive,allahuakbar 3x
2163,positive,
2164,positive,beda 17 suara ahy anies-sandi glowing star glowing star glowing star
2165,positive,menang pilih daerah dki prabowo anies-sandi kerja keras
2166,positive,doain daerah gub folded hands aa gym kritik syukur anies-sandi menang pilih daerah dki
2167,positive,feeling menang pasang anies-sandi
2168,positive,kpu umum hasil pilih daerah dki anies-sandi menang karang bunga pengaruh cat tears of joy
2169,positive,hasil rekapituasi manual pilih daerah dki anies-sandi menang
2170,positive,alesha milih no 3 smiling sunglasses salam 3 jari
2171,positive,
2172,positive,jakarta
2173,positive,hahaha adjrot adjrot habis akal kalah kandidat favorit lovered lovered
2174,positive,insya allah menang luka hati umat islam jabat
2175,positive,sayang acara keren
2176,positive,anies gubernur rakyat gubernur kembang
2177,positive,ahok najwa benar benar mati kutu bingung tuding ringan smiling heart-eyes smiling heart-eyes
2178,positive,
2179,positive,saudara
2180,positive,pan
2181,positive,hallo bang asyik habis manggung da thumbs up thumbs up
2182,positive,
2183,positive,nongkrong tiba2 datang timses paslon 3
2184,positive,anies pempmpinnya maju jalan ridhoi allah thumbs up thumbs up
2185,positive,gubernur pilih anies
2186,positive,coba terap laku
2187,positive,3 3 lupa yaaa
2188,positive,brgabung dukung usaha pimpin ust yusuf mansyur folded hands
2189,positive,
2190,positive,wiiih aqua pilih no 3
2191,positive,kayak deh fokus insyaalloh oke
2192,positive,
2193,positive,jaring hadir okeoce mart
2194,positive,pilih no 3 tanggal 19 april kakak
2195,positive,kali bapak lihat rspun selfie
2196,positive,rangkul batas usia kelamin victory
2197,positive,jago bidang digital smiling sunglasses
2198,positive,
2199,positive,sandiaga bangun rumah dp 0 simpel banding tol cipali
